pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7umm	H	L	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN	11/23/22	H1 Solomon Islands 2006 hemagglutinin in complex with Ab109	Influenza A virus (A/Solomon Islands/3/2006(H1N1)); Mus musculus	mus musculus	mus musculus	influenza a virus (a/solomonislands/3/2006(h1n1)) 	Windsor, I.W., Caradonna, T.M., Schmidt, A.G.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
7umm	J	N	0	C	protein	NA	hemagglutinin	VIRAL PROTEIN	11/23/22	H1 Solomon Islands 2006 hemagglutinin in complex with Ab109	Influenza A virus (A/Solomon Islands/3/2006(H1N1)); Mus musculus	mus musculus	mus musculus	influenza a virus (a/solomonislands/3/2006(h1n1)) 	Windsor, I.W., Caradonna, T.M., Schmidt, A.G.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6id4	C	D	0	E | F	protein | protein	NA | NA	mhc class i antigen | beta-2-microglobulin	IMMUNE SYSTEM	02/06/19	Defining the structural basis for human alloantibody binding to human leukocyte antigen allele HLA-A*11:01	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Lescar, J., Wong, Y.H., Liew, C.W., Gu, Y., MacAry, P.A.	2.4	X-RAY DIFFRACTION	0.246	0.197	False	True	IGHV1	IGLV5	Lambda	None	None	None	None	None
6id4	H	L	0	A | B	protein | protein	NA | NA	mhc class i antigen | beta-2-microglobulin	IMMUNE SYSTEM	02/06/19	Defining the structural basis for human alloantibody binding to human leukocyte antigen allele HLA-A*11:01	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Lescar, J., Wong, Y.H., Liew, C.W., Gu, Y., MacAry, P.A.	2.4	X-RAY DIFFRACTION	0.246	0.197	False	True	IGHV1	IGLV5	Lambda	None	None	None	None	None
5nmv	H	L	0	K	protein	NA	tissue factor pathway inhibitor	IMMUNE SYSTEM	04/07/17	Crystal structure of 2F22 Fab fragment against TFPI1	MUS; HOMO SAPIENS	mus	mus	homo sapiens	Svensson, L.A., Petersen, H.H.	1.65	X-RAY DIFFRACTION	0.20199999999999999	0.175	False	True	IGHV2	IGKV6	Kappa	1e-09	-12.27819680469229	SPR	NA	TBD
3ubx	H	L	0	A	protein	NA	antigen-presenting glycoprotein cd1d1	IMMUNE SYSTEM	10/25/11	Crystal structure of the mouse CD1d-C20:2-aGalCer-L363 mAb Fab complex	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Yu, E.D., Zajonc, D.M.	3.1	X-RAY DIFFRACTION	0.23	0.202	False	False	IGHV9	IGKV13	Kappa	2.52e-08	-10.366344400034732	Unknown	NA	TBD
3ubx	G	I	0	D	protein	NA	antigen-presenting glycoprotein cd1d1	IMMUNE SYSTEM	10/25/11	Crystal structure of the mouse CD1d-C20:2-aGalCer-L363 mAb Fab complex	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Yu, E.D., Zajonc, D.M.	3.1	X-RAY DIFFRACTION	0.23	0.202	False	False	IGHV9	IGKV13	Kappa	2.52e-08	-10.366344400034732	Unknown	NA	TBD
2ez0	C	D	0	A	protein	NA	h(+)/cl(-) exchange transporter clca	MEMBRANE PROTEIN	11/10/05	Crystal structure of the S107A/E148Q/Y445A mutant of EcClC, in complex with a FaB fragment	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Lobet, S., Dutzler, R.	3.54	X-RAY DIFFRACTION	0.296	0.258	False	False	IGHV4	IGKV4	Kappa	None	None	None	None	None
2ez0	E	F	0	B	protein	NA	h(+)/cl(-) exchange transporter clca	MEMBRANE PROTEIN	11/10/05	Crystal structure of the S107A/E148Q/Y445A mutant of EcClC, in complex with a FaB fragment	ESCHERICHIA COLI; MUS MUSCULUS	mus musculus	mus musculus	escherichia coli	Lobet, S., Dutzler, R.	3.54	X-RAY DIFFRACTION	0.296	0.258	False	False	IGHV4	IGKV4	Kappa	None	None	None	None	None
6idk	H	L	0	D	protein	NA	premembrane protein	VIRUS	09/10/18	Cryo-EM structure of Immature Dengue virus serotype 3 in complex with human antibody 1H10 Fab at pH 5.0 (Class I particle)	DENGUE VIRUS 3; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus 3	Wirawan, M., Fibriansah, G., Ng, T.S., Zhang, Q., Kostyuchenko, V.A., Shi, J., Lok, S.M.	25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6idk	I	J	0	E	protein	NA	premembrane protein	VIRUS	09/10/18	Cryo-EM structure of Immature Dengue virus serotype 3 in complex with human antibody 1H10 Fab at pH 5.0 (Class I particle)	DENGUE VIRUS 3; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus 3	Wirawan, M., Fibriansah, G., Ng, T.S., Zhang, Q., Kostyuchenko, V.A., Shi, J., Lok, S.M.	25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6idk	M	N	0	F	protein	NA	premembrane protein	VIRUS	09/10/18	Cryo-EM structure of Immature Dengue virus serotype 3 in complex with human antibody 1H10 Fab at pH 5.0 (Class I particle)	DENGUE VIRUS 3; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus 3	Wirawan, M., Fibriansah, G., Ng, T.S., Zhang, Q., Kostyuchenko, V.A., Shi, J., Lok, S.M.	25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6jjp	D	E	0	F	protein	NA	programmed cell death protein 1	IMMUNE SYSTEM	02/26/19	Crystal structure of Fab of a PD-1 monoclonal antibody MW11-h317 in complex with PD-1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wang, M., Wang, J., Wang, R., Jiao, S., Wang, S., Zhang, J., Zhang, M.	2.9	X-RAY DIFFRACTION	0.247	0.207	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6jjp	A	B	0	C	protein	NA	programmed cell death protein 1	IMMUNE SYSTEM	02/26/19	Crystal structure of Fab of a PD-1 monoclonal antibody MW11-h317 in complex with PD-1	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wang, M., Wang, J., Wang, R., Jiao, S., Wang, S., Zhang, J., Zhang, M.	2.9	X-RAY DIFFRACTION	0.247	0.207	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6crq	J	L	0	F	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN	03/19/18	Glutaraldehyde-treated BG505 SOSIP.664 Env in complex with PGV04 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1	human immunodeficiency virus 1	human immunodeficiency virus 1	human immunodeficiency virus 1	Pallesen, J., Ward, A.B.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
6crq	D	E	0	A	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN	03/19/18	Glutaraldehyde-treated BG505 SOSIP.664 Env in complex with PGV04 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1	human immunodeficiency virus 1	human immunodeficiency virus 1	human immunodeficiency virus 1	Pallesen, J., Ward, A.B.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
6crq	I	K	0	B	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN	03/19/18	Glutaraldehyde-treated BG505 SOSIP.664 Env in complex with PGV04 Fab	HUMAN IMMUNODEFICIENCY VIRUS 1	human immunodeficiency virus 1	human immunodeficiency virus 1	human immunodeficiency virus 1	Pallesen, J., Ward, A.B.	4.2	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	unknown	unknown	None	None	None	None	None
6idl	I	J	0	E	protein	NA	premembrane protein	VIRUS	09/10/18	Cryo-EM structure of Immature Dengue virus serotype 3 in complex with human antibody 1H10 Fab at pH 5.0 (Class II particle)	DENGUE VIRUS 3; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus 3	Wirawan, M., Fibriansah, G., Ng, T.S., Zhang, Q., Kostyuchenko, V.A., Shi, J., Lok, S.M.	25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
6idl	M	N	0	F	protein	NA	premembrane protein	VIRUS	09/10/18	Cryo-EM structure of Immature Dengue virus serotype 3 in complex with human antibody 1H10 Fab at pH 5.0 (Class II particle)	DENGUE VIRUS 3; HOMO SAPIENS	homo sapiens	homo sapiens	dengue virus 3	Wirawan, M., Fibriansah, G., Ng, T.S., Zhang, Q., Kostyuchenko, V.A., Shi, J., Lok, S.M.	25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7u8l	H	L	0	B | A	protein | protein	NA | NA	hemagglutinin ha2 subunit | hemagglutinin ha1 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibody 31.a.83	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Zhu, X., Wilson, I.A.	4.56	X-RAY DIFFRACTION	0.305	0.300	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7u8m	H	L	0	B	protein	NA	hemagglutinin ha2 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibodies 31.a.83 and FluA-20	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	5.39	X-RAY DIFFRACTION	0.342	0.304	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7u8m	Q	R	0	A	protein	NA	hemagglutinin ha1 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibodies 31.a.83 and FluA-20	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	5.39	X-RAY DIFFRACTION	0.342	0.304	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7u8m	T	U	0	G	protein	NA	hemagglutinin ha1 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibodies 31.a.83 and FluA-20	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	5.39	X-RAY DIFFRACTION	0.342	0.304	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7u8m	K	J	0	I	protein	NA	hemagglutinin ha2 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibodies 31.a.83 and FluA-20	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	5.39	X-RAY DIFFRACTION	0.342	0.304	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7u8m	N	O	0	C	protein	NA	hemagglutinin ha1 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibodies 31.a.83 and FluA-20	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	5.39	X-RAY DIFFRACTION	0.342	0.304	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7u8m	F	E	0	D	protein	NA	hemagglutinin ha2 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH15/3 in complex with broad protective antibodies 31.a.83 and FluA-20	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Zhu, X., Wilson, I.A.	5.39	X-RAY DIFFRACTION	0.342	0.304	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7u8j	H	L	0	B | A	protein | protein	NA | NA	hemagglutinin ha2 subunit | hemagglutinin ha1 subunit	VIRAL PROTEIN/Immune System	06/08/22	Crystal structure of chimeric hemagglutinin cH4/3 in complex with broad protective antibody 31.a.83	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Zhu, X., Wilson, I.A.	4.9	X-RAY DIFFRACTION	0.340	0.324	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7u8g	D	E	0	A	protein	NA	egfp, cytochrome b-245 heavy chain chimera	OXIDOREDUCTASE	10/26/22	Cryo-EM structure of the core human NADPH oxidase NOX2	Homo sapiens; Oryctolagus cuniculus	oryctolagus cuniculus	oryctolagus cuniculus	homo sapiens	Noreng, S., Ota, N., Sun, Y., Masureel, M., Payandeh, J., Yi, T., Koerber, J.T.	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
2dd8	H	L	0	S	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	01/24/06	Crystal Structure of SARS-CoV Spike Receptor-Binding Domain Complexed with Neutralizing Antibody	HOMO SAPIENS; SARS CORONAVIRUS	homo sapiens	homo sapiens	sars coronavirus	Prabakaran, P., Gan, J.H., Feng, Y., Zhu, Z.Y., Xiao, X.D., Ji, X., Dimitrov, D.S.	2.3	X-RAY DIFFRACTION	0.261	0.19899999999999998	False	True	IGHV1	IGLV3	Lambda	2.00e-08	-10.5	SPR	25	16597622
1a14	H	L	0	N	protein	NA	neuraminidase	COMPLEX (ANTIBODY/ANTIGEN)	12/21/97	COMPLEX BETWEEN NC10 ANTI-INFLUENZA VIRUS NEURAMINIDASE SINGLE CHAIN ANTIBODY WITH A 5 RESIDUE LINKER AND INFLUENZA VIRUS NEURAMINIDASE	MUS MUSCULUS; INFLUENZA A VIRUS	mus musculus	mus musculus	influenza a virus	Malby, R.L., Mccoy, A.J., Kortt, A.A., Hudson, P.J., Colman, P.M.	2.5	X-RAY DIFFRACTION	0.270	0.200	False	True	IGHV1	IGKV10	Kappa	None	None	None	None	None
8dim	H	I	0	G	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	CryoEM structure of Influenza A virus A/Ohio/09/2015 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8dim	B	C	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	CryoEM structure of Influenza A virus A/Ohio/09/2015 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8dim	E	F	0	D	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	11/16/22	CryoEM structure of Influenza A virus A/Ohio/09/2015 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7e88	J	K	0	L	protein	NA	spike protein s1	VIRAL PROTEIN,IMMUNE SYSTEM	06/09/21	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-515 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, C., Wei, Y., Xiao, J.	3.14	X-RAY DIFFRACTION	0.255	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e88	D	E	0	F	protein	NA	spike protein s1	VIRAL PROTEIN,IMMUNE SYSTEM	06/09/21	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-515 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, C., Wei, Y., Xiao, J.	3.14	X-RAY DIFFRACTION	0.255	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e88	A	B	0	C	protein	NA	spike protein s1	VIRAL PROTEIN,IMMUNE SYSTEM	06/09/21	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-515 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, C., Wei, Y., Xiao, J.	3.14	X-RAY DIFFRACTION	0.255	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7e88	G	H	0	I	protein	NA	spike protein s1	VIRAL PROTEIN,IMMUNE SYSTEM	06/09/21	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-515 Fab	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, C., Wei, Y., Xiao, J.	3.14	X-RAY DIFFRACTION	0.255	0.217	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8diu	G	C	0	D	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8diu	H	I	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
8diu	E	F	0	B	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/14/22	Cryo-EM structure of influenza A virus A/Bayern/7/1995 hemagglutinin bound to CR6261 Fab	Homo sapiens; Influenza A virus	homo sapiens	homo sapiens	influenza a virus	Seattle Structural Genomics Center for Infectious Disease (SSGCID)	0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
7e86	A	B	0	C	protein	NA	spike protein s1	VIRAL PROTEIN,IMMUNE SYSTEM	06/09/21	Crystal structure of the SARS-CoV-2 S RBD in complex with BD-508 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Gao, C., Xiao, J.	2.9	X-RAY DIFFRACTION	0.255	0.196	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6nn3	H	L	0	A	protein	NA	vp2 of b19 parvovirus	VIRUS LIKE PARTICLE	01/14/19	Structure of parvovirus B19 decorated with Fab molecules from a human antibody	HUMAN PARVOVIRUS B19; HOMO SAPIENS	homo sapiens	homo sapiens	human parvovirus b19	Rossmann, M.G., Sun, Y., Klose, T., Liu, Y.	3.22	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV4	IGLV3	Lambda	None	None	None	None	None
7mm0	H	L	0	A	protein	NA	spike glycoprotein	IMMUNE SYSTEM/VIRAL PROTEIN	07/28/21	Cryo-EM structure of SARS-CoV-2 spike in complex with neutralizing antibody B1-182.1 that targets the receptor-binding domain	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Zhou, T., Tsybovsky, T., Kwong, P.D.	3.15	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
6xc3	H	L	0	C	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CC12.1 and CR3022	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.698	X-RAY DIFFRACTION	0.225	0.177	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6xc3	B	A	0	C	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CC12.1 and CR3022	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.698	X-RAY DIFFRACTION	0.225	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6xc2	X	Y	0	Z	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	3.112	X-RAY DIFFRACTION	0.267	0.213	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6xc2	H	L	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.1	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	3.112	X-RAY DIFFRACTION	0.267	0.213	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6xc7	C	D	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CC12.3 and CR3022	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.883	X-RAY DIFFRACTION	0.259	0.219	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6xc7	H	L	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with antibodies CC12.3 and CR3022	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.883	X-RAY DIFFRACTION	0.259	0.219	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6xc4	H	L	0	A	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.3	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.341	X-RAY DIFFRACTION	0.219	0.184	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6xc4	X	Y	0	Z	protein	NA	spike protein s1	IMMUNE SYSTEM/VIRAL PROTEIN	06/08/20	Crystal structure of SARS-CoV-2 receptor binding domain in complex with neutralizing antibody CC12.3	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Yuan, M., Liu, H., Wu, N.C., Zhu, X., Wilson, I.A.	2.341	X-RAY DIFFRACTION	0.219	0.184	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
5y11	A	B	0	C	protein	NA	membrane glycoprotein polyprotein	IMMUNE SYSTEM/VIRAL SYSTEM	07/19/17	SFTSV GN with neutralizing antibody MAb4-5	HOMO SAPIENS; SEVERE FEVER WITH THROMBOCYTOPENIA VIRUS	homo sapiens	homo sapiens	severe fever with thrombocytopenia virus	Wu, Y., Gao, F., Qi, J.X., Chai, Y., Gao, G.F.	2.1	X-RAY DIFFRACTION	0.21	0.16899999999999998	False	True	IGHV5	IGKV3	Kappa	2.59e-08	-10.350110954979534	SPR	NA	TBD
7e8m	H	L	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	05/26/21	Crystal structure of SARS-CoV-2 antibody P2C-1F11 with mutated RBD	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X.Q., Zhang, L.Q., Ge, J.W., Wang, R.K., Lan, J.	2.09	X-RAY DIFFRACTION	0.199	0.169	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
7e8f	C	B	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	06/09/21	SARS-CoV-2 NTD in complex with N9 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7e8f	D	E	0	R	protein	NA	spike protein s1	VIRAL PROTEIN	06/09/21	SARS-CoV-2 NTD in complex with N9 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Du, S., Xiao, J., Zhang, Z.	3.18	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
